Tweet,Class
شيلللللل للفهم    بس ما قلتلنا انت عمين محسوب عل عاهرات او السياسيين ,abusive
وزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل وصل الى قاعة القمة الإقتصادية العربية,normal
شكرًا قطر وهيدي ألك يا معفن ,abusive
ما حدا اسود غير وجك الاسود يلعنك ويلعن شكلك كلب سوري جعاري ,hate
جبران باسيل أمير كاتار,normal
هالاختراع وات دو يو كول ات إن باليستاين,normal
لم ترى عيني أعهر من مسيحي لبناني يقف جنباً الى جنب مع حسن نصر الشيطان وجماعته ,hate
ما يبقى بعد النظر الا البقر بعد كل مخازي ونكبات ثورات الإخوان الخرفان مازال هناك بقر,hate
هذا شيعي حقير,hate
الى اين يا فصعون السياسة يا جبران باسيل في زمن التبعيه والتعطيل,abusive
اشترى جبران خمس عشرة بقرة زرع عشر وترك الباقي يلعبون في الثلاجة فماهي كمية الزيت الموجودة في البيض,normal
انقبر احترم حالك يا واطي واغبى واهبل من العونية ما في,hate
لمن يدافع عن الإرهابي تميم هل نسيتم ماذا فعل هذا الإخواني اللعين ,hate
هههه ليك مين عم يحكي العاهرة عندما تحاضر بالعفة      ,abusive
احقر و اتفه الناس انت يا وهاب ,abusive
هاد تهليل لجبران باسيل قال شحدها من امير قطر عفوا طلبها طلب على اساس يعنل شي نجاح شخصي فاعطاه قرض ونبسطوا عليه لانو اجيت الرزقة ,normal
السيد يقرر وانت كول هوا ونفذ اطع عمرك هبيلي,abusive
واساءل حالك يا ذكي وفلتت زمانك مش صعبة عليك اساءلون واحد يلي حوليك اليوم وين كنت قبل ما صرت,normal
عن جد بأسف لهالعنصرية وتأليه الزعيم والخطب الرنانة   بتأسف يكون عنّا بلبنان يلقون اشخاص يرمون  ,normal
كمية الحقد الي عندكن بترضعوها بحليب امهاتكم ضد الحركة,normal
مارسيل غانم سد نيعك,abusive
طبعا زبالة لمتلك ومتل جبران باسيل,abusive
فلنصلي ونناشد الرب بلكي بيوعى ضمير المسؤولين ,normal
مين قال انو سوريا غائبت عن القمة العربية جبران باسيل قدا و قدود,normal
يا غايظهن يا جبران باسيل انت حبيب القلب,normal
سوريا هي الأم ,normal
اردوغان عبارة عن ابن انيسة اخونجي,hate
خااههاهاه خراس ولاك,abusive
"بتوصف جبران باسيل بغير المؤهل لرئاسة التيار،",normal
هيدا واحد سفيه ,abusive
طيب بشار الاسد بتدعمه حزب الله والامارات بتدعم بشار الاسد من بدايه الازمه فسر لي الموضوع ,normal
سبحان الله تقولي حقيقة,normal
هدا شذوذ منو حرية ويعطيهن الف عافيه ايه خايفين عالجيل م ناقصنا بعد وساخه وحقارة,abusive
صار كل كلب عوني بدو ينشهر على تويتر  بيتطاول على تاج راسو وليد بيك جنبلاط لان بيعرف حتى لو تعلق على شريط صباطو بيكبر . من تحت حذائك يبدؤون مسيراتهم,hate
حتى هي بتقول قعد بزاوية وشربها وخلص يعني لو شرب وبعدين صار يموت ولا شرب وقام يخبط بالعالم كان اوك ممكن افهم الانتقاد بس انه شربها بأدبه وخلصت القصة شو المغزى؟,normal
يخرب بيتك شو واطي,abusive
لانو صاحب المشروع سني وهيدا ملكو انت شو يلي قاهرك يا حمار انت عالسيارة بالجاهليه بتاخد تشبيح عالعالم,abusive
النسوية هلأ صار بدها تمثيل حسب الكفاءات أما بغير مطارح بتطالب بـ وبحصص لما يكونوا النسوانات قليل التمثيل تبعهن مشان يدحشوهن بكل مطرح غصب 😂,hate
لو في دوله تحترم نفسها كنت معاليك بالمنفى او الحبس ,normal
الكردي بسوريا ما كان يسترجي يحكي كردي قدام العالم والقبطي بمصر كنيسته بتنهد فوق راسه بس أنو قمع هاد مافي قمع,normal
ولك حل عنا حروب من ما طلعت ما خلصت الحكايه على أساس انتوا جبتوا الخير على لبنان بيكفي مزبلة هيدا… ,abusive
قطرلم تبن بيوت أهل الجنوب قطر ساهمت في إعادة بناء البيوت التي دمرت في بنت جبيل وعيناثا وعيث  ,normal
هذا انت والنعم ,normal
شووو بتئول يامعرص هذا حساب حماراتي ريحت وزار وصخ يابو ريكي   ,abusive
سورية قلب الامة العربية ,normal
هولاء مغرر بهم ومنهم من دخل للجهاد هناك حتى في بلادنا لم نسلم فجرو المساجد وقتلو العسكر وغالب,normal
اكره البرازيل بس لا تقوليلي خلاص كلشي انتهى بليز,normal
وديع الشيخ هو جبران باسيل الفن,normal
قال لي شاعر لو أن السياسيين نساء لكن ,normal
اه يا هبيلة على اساس وقت كنت انت وزير كان عنك مصلحة الوطن يا كلب ,abusive
ما في غيرك بدو بهدلة يا وسخ,abusive
والنظام السوري لي دمر لبنان ودمر سوريا وباع الجولان وحمى حدود اسرائيل هيدا تطالب فيه يكون بالقمة معلش,normal
انت الإرهابي المرتزق تفووو عليك ,abusive
السنة تاج راسك يا واطي الله يلعنك ويلعن هل الخلفة,abusive
نشالله يضلو بهالهمة ويبلشو بولاد دولة ,normal
كول هوا يامهجن ياخلية نحل قذرة منتشرين من حر ماتونسون,abusive
كلمة بتاخدن كلمة بتجيبن ,normal
صعب تشرح لواحد ليش فعلياً لازم يهتم بباقي الناس ويكون عنده و وهو تيس,abusive
في كتير نسوان عالفيسبوك احلى من ولادن هل هالشي تابع لنظرية التطور عند داروين او انو لازم نعمل عمليات تجميل للولاد كمان ما بعرف ,normal
وفِي طبقة مستقلة هي البغال البشرية مثلا الأخ صاحب التغريدة أدناه,abusive
ماتعرفش يابن الشتيوي أنه جبران باسيل,abusive
نجح الرئيس حسين الحُسيني بتوصيف ظاهِرة جبران باسيل     ,normal
طلع كلب تفووووو على السومه  والله كنت بحبو بس للأسف طلع خاين لبلدة واهله وناسه,abusive
يتم محاولة تسويق فكرة ان تعطيل الحكومة هو بأمر خارجي على هذا المنطق يعني ان جبران باسيل ينفذ اوامر الخارج  ,normal
علاء شحاطة مقطعةلا تكون متل علاء,abusive
خليه يشوف اللي بجنبه القصف الاسرائيلي على ميليشياء ايران ولا حابب يستنكر عن طريق ف ,normal
لك ستي مو مشكلة اي شي بيلبق اوكي ماني دلول زيادة,normal
صح بشار ابن كلب بس قليل اللي عم يعملوا بالسوريين شعب عرص منافق بلا ضمير بيكون لاجئ بيصير بده يتطاول عللي مستضيفه,hate
الله يلعن لي بشرت فيك وقت خلقت,abusive
ما أوطاك ,abusive
ومين قلك حدا طالب رأيك او انو تسدقي ,normal
"ما تعتل هم ، وما بصير غير ع ذوقك ويلي بدك إياه شو بدك طلوب وتمنى و كل حدا ما بتحبو لا… ",normal
