Comment,Majority_Label
لايك .. لعيون ولدناا جمال 💛💛 ,Non-Offensive
لقد قاطع كفار قريش اصحاب محمد و تركوهم في شعاب مكة لا زواج لا اكل لا سفر و ظهر الحق و انتصر المستضعفون و التاريخ اليوم يعيد نفسه نفس العقلية مازالت تدور في دار الندوى في الرياض ,Non-Offensive
هده هي الشريحة لي متواجدة في البرلمان وفي الاحزاب كلها ك تشوف فينا نظرة احتقار و ك تخيط القوانين ل صالحها في الرواتب والمعاشات والتنقلات والسكن والاعفاء الضريبي هادوا هما المغاربة اما نحن ف مواطنون درجة 6 .نخبة انتهازية متوحشة! ,Non-Offensive
@User.IDX @User.IDX واحد ملقوف.احسن له ينتبه لاصحاب السترات الصفراء ويعطيهم حقوقهم ,Non-Offensive
@User.IDX تخيل عاد 😂 محشورين في الشبك و يبون يستضيفون كاس العالم😂😂😂 ,Non-Offensive
هداك زفزافيكم نتوما تكلم غير على الريف وبس وعلم مغربي مرفعوش كنتو كترفعو راية الانفصال ولي رفع راية البلاد كضربوه وحرق بيوت الشرطة تخريب الملك العام والحجر والحرق ديال سيارات الشرطة وزيد وزيد يستاهل 40عام ,Non-Offensive
عجبني الدرس 👍👍👍 من جد ما إلك الا نفسك انت تصنع يومك اذا انت تصنع حياتك ان شاء الله نطبق الدرس السنة الجاية 💪 ,Non-Offensive
@User.IDX الله يلطف بحالهم وين الحكومات العربية عن هالكارثة باخواننا المسلمين ؟؟؟؟ اطفال مالهم ذنب بالسياسة 😨 ,Non-Offensive
"@User.IDX على ليبيا ان تعلن و بشكل رسمي قطع علاقاتها مع فرنسا و ان لاويعيرواا اهتماما لها لأن هناك.دول اخرى يمكن اعتماد عليها ك ايطاليا فرنسا تعودت على سرق الترواث الليبية عبر أنظمة عسكرية فاشلة ،مع توخي الحدر لأنهم يريدون تحويل ليبيا الي اليمن اخرى البقا",Non-Offensive
@User.IDX عاش عاش عاش عاش بن سلمان قاهر الاقزام العدوان <url> ,Non-Offensive
@User.IDX ناوي يقعد الى ٢٠٦٠ ؟؟؟ ,Non-Offensive
يعني دة مش عاجب لكن السعودية تمنع الكنايس و تمنع المسيحين من لبس الصلبان في العلن هو دة اللي عادي و طبيعي و المفروض لا معلش بقي احترم البلد اللي عايش فيها مش عجبك متعش فيها لكن تعيش فيها و تتبطر عاليها لا اتكسف وحط وشك في الارض انك عايش في نعمها و بتتكلم كمان يعني انا مش هروح اعيش في السعودية و اقول وحشين مقاننهم و علنينو علنان مش عجبني مروحش ,Non-Offensive
ما الذي أوصل هذا الرجل للبكاء !! بالتأكيد أمر صعب عليه .. ليس فقط منعه من دخول امريكا حتما يوجد شيء عزيز عليه سيفقده من وراء ظلم واستبداد السياسة الامريكية ,Non-Offensive
"قال رسول الله صلي الله عليه و سلم : (يوشك أن تداعى الأمم عليكم كما تداعى الأكلة إلى قصعتها ) .. قالوا : أو من قلة نحن يومئذ يا رسول الله ؟ قال : (لا ، بل أنتم كثير ولكنكم غثاء كغثاء السيل ، ولينزعن الله من صدور أعدائكم المهابة منكم ، وليقذفن في قلوبكم الوهن ) . قيل : وما الوهن يا رسول الله ؟ قال: (حب الدنيا وكراهية الموت؟ ). ",Non-Offensive
@User.IDX حسبي الله عليكم من قناة .. الحين الاتراك بيقطعون المسلسلات التركية عنا .. ,Non-Offensive
اغلب التعليقات بيحكو غير صحيح وكذب وعاملين عالهم حكماء وهم ما كلفوا انفسهم يكملوا الفيديوا What a nice time to be alive! ,Non-Offensive
طبعا انتو كل ما تقيئ شيخ اخذتم كلامه فتاوى ونشرتو وسخنا لتكون مادة دسمة لبث الأحقاد بين الناس ,Offensive
متعملى صفحة لوحدك واحنا هنتابعك ,Non-Offensive
الموسم الرابع كم جزء .. وبدنا جزء خامس ,Non-Offensive
سبحان الله انا صارلي 20سنة في موريتانيا الي هي بلدي وفجأ صرنا &quot;غير عرب&quot; يعني كانو يضحكو علينا 😂😂 ,Non-Offensive
"كون يدعموه المسؤولين يولي يخسر، خليه يلعب هكدا احسن، يلعب على الاسم والعلم وقيمة البلاد انشالله ربي يرفعنا للاعلى يارب ويجعلنا ديما موفقين ",Non-Offensive
لحد الان مو فاهمه الهرجه كامله حقت ترامب انتظر الملخص ينزل يا استاذ 😂😂❤️ ,Non-Offensive
القصة وقعت في زمان سليمان عليه السلام برواية أخرى ,Non-Offensive
طيب واللي عندك بجدة كيف يقابلوك ؟ نروح اسبانيا نتقابل هناك ؟ ,Non-Offensive
برنامج عليه علامات شغل عقول راقية ,Non-Offensive
ايه الإبداع ده ايه الحلاوة دي يا ملك طبعاً انا عارف ان انت هتسألني ليه مدتكش لايك 🖒بص الإجابة ببساطة انا لو هقدر أديك هديك😂إلى لقاءٍ أخر😃 ,Non-Offensive
هذا المقترح الذي يخص الأوراق الرسمية المدرسية حظي بالقبول في قراءة أولية من قبل البرلمان الفرنسي لكنه يجب أن يمر بمراحل أخرى للموافقة النهائية عليه وتفعيله. ,Non-Offensive
@User.IDX والله احببتك دون ان اراك... ,Non-Offensive
يا ريت ايري فيكي 45 ألف مرة ,Offensive
ياااااا والله خطيه اوووف اوووف 😅😅😅😅😅 ,Non-Offensive
ادم ثميث دا بيلعب فى الدورى الانجليزى فى برومنث 😂 ,Non-Offensive
اللهم صلي على النور الاتم والخير الاعم والاسم الاعظم والرقم الارقم وآل بيته الطاهرين ,Non-Offensive
@User.IDX فئران تجارب لا أقل ولا أكثر ,Non-Offensive
@User.IDX نفسي اشوف بني آدم فاهم فى هالجزيرة العربية شو مالهم الناس سطحين وتافهمين ولا عارفين وين الله حاططهم الفخ نصب وحان وقت الحصاد اصحوا قبل فوات الأوان تعلموا من صدام مات واقفا رغم كل الادانات داخليه وخارجية مات صلبا واقفا كالاشجار وأصبح مثلا اعترفوا,Offensive
طب ال deep learning ده انتا شوقتني ليه بما انه كان صعب عليك انتا شخصيا ممكن تبقي تعمله حلقه ؟ ,Non-Offensive
@User.IDX كويس ليته ياخذ الي بمكة ماشفنا منهم الا الخراب ,Offensive
يا عمر تقدر تسكر الاتصالات عشان ما يزعجونك ,Non-Offensive
@User.IDX اخذ حمام شمس وصقعته الشمس ومات ,Non-Offensive
اديش حقها و بتوصل على سوريا ,Non-Offensive
@User.IDX هذ في نضركم فقط .محدش اهتم اكثر من قناتكم التى تعبث بعقول الشعوب المغيبه. ,Non-Offensive
"@User.IDX ليس هناك من يوقف هذا النظام بإسراره على حكم بوتفليقة، إلا عندما تسيل الدماء وتزهق الأرواح!!!!!!!! ",Non-Offensive
"@User.IDX السيسي عايز ثورتنا تفشل بكل الطرق الممكنة، أنا إتواصلت مع الإتحاد الأفريقي وعكست موقفنا الواضح تماما، وعرفت منهم انو لسة ماتم تمرير كلام ال٣ شهور، والمهلة هي يوم 30 أبريل, بكرة حواصل إتصالاتي معاهم وحوريكم الأكيدة وممكن نعمل شنو. المهم ثورتنا دي",Non-Offensive
😭هاردلك يالاهلي والله انت الحب الوحيد يالاهلي 💚 واااااصل ,Non-Offensive
"قبل كم يوم تكلمت في سناب كلام جميل عن القلم والكتابة 😂 انتظرتك تنزله في اليوتيوب وطوال مشاهدتي لهذا المقطع وانا انتظره، نبغاه لو سمحت ",Non-Offensive
"نايس حلقة ، اعجبتني يعطيك العافيه ،، بسئلك ي عمر .. انت متخرج من KFUPM صحيح ؟ اذا ايه ، في اي تخصص ؟ ",Non-Offensive
انا م ائيد المراءة بالسوقة ولكنني ف منتهى السعاده والسرور بقرار سماح المراءة بالقيادة لان المراءة لن تحتاج للرجل بعد هذا القرار المبشر وم عاد تضطر تتحايل احد من جنس الذكوري وتقل الكثير من معانات المراءة ربي يحفظهن جميعا ويسعدهن ويوفقهن بما يحبه الله ويرضاه ويحقق كل احلامهن وكل اهدافهن ويحميهن ربي من كل الشر ويبعد عنهن عيال السوء وربي يرفع قدرهن فالدارين دامو سالمات وناجحات وموفقات وسعيدات وجميلات ومتألقات وبالف خيرات وسعاده وف آمان اﻵمين وحمايته وعاشت المراءة عاشت عاشت عاشت ,Non-Offensive
